chrom,date,feat0,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,target_1,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,target_10,target_11,target_12,target_13,target_14,target_15,target_16
22,10475000,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.146221,0.016545386549060966,0.07809265108567541,0.16390926728854266,0.16096027196407153,0.01947895641608625,0.0,0.0,0.0,0.0,0.0,0.04808448873717779,0.13052402149161763,0.13717587605286696,0.09826480048293937,0.07925354635974484,0.06771073357221659
22,10525000,0.0,0.0035914353179931,0.0038295568847656,0.0024882956391572,0.0021439295959472,0.0072368643421596,0.39376,0.0,-0.853451,0.018726491357883616,0.05462846834412514,0.1196204763908558,0.11513128303706097,0.0,0.0,0.0,0.0,0.0,0.0,0.039237057543428155,0.129299092913338,0.14061330689292936,0.13744991800800072,0.13743052532201191,0.10786338019036641
22,10575000,0.0095688426261112,0.0231882286398751,0.0351839698628016,0.0181198837393522,0.0289023796844482,0.0768271384790208,0.36846,0.0,-1.72754,0.04945625531219589,0.030223482076722253,0.026086638227360518,0.01778092576611867,0.0,0.0,0.0,0.0,0.0,0.002339573422282972,0.059481592217510676,0.12742043784597298,0.15008516226017404,0.18484544945654868,0.19527682237537497,0.1570036610397384
22,10625000,0.0160550862805596,0.0321111661209378,0.0482888104547773,0.0361771642875671,0.050213149186543,0.0935086347495185,0.38492,0.0,-4.24547,0.0634529862047372,0.026020809987587653,0.0,0.0,0.0,0.0,0.0,0.0,0.00698621705305645,0.04221435904439779,0.08127093785630295,0.12955779688371913,0.15772905817255048,0.1794261611058022,0.17209735444155871,0.14124431925028746
22,10675000,0.0589164973449707,0.1257161887025833,0.2259471761948721,0.1668715746688842,0.1735117916202545,0.4948613137435914,0.39512,0.0,-5.46775,0.06722039983761295,0.04421567220564803,0.016642899638201234,0.0,0.0,0.0,0.0,0.0,0.017919360078987125,0.047471511327323884,0.0866094598354034,0.1387618561884649,0.16488396630364238,0.15888008659922623,0.13847055391616925,0.11892423406932046
22,10725000,0.4070847001858416,0.4685927034323556,0.7782403453281946,0.8389245849609375,0.6934401866803851,3.1270565659925667,0.3803,1.0,-4.56232,0.06874794959072233,0.039442609959729695,0.008070427445905344,0.0,0.0,0.0,0.0,0.0,0.0,0.037798527983268146,0.08808963363500945,0.1455534722487683,0.17318161852600436,0.167751544046642,0.14705870999103202,0.1243055065729183
22,10775000,0.2574707542998215,0.3192813438415527,0.5037071056910923,0.5777414433288575,0.4868429904174804,2.146764350857205,0.41437,0.0,-4.41322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08627724525933989,0.1442145494895299,0.19638708976381042,0.27711323047520375,0.2314064191520846,0.0646014658600315
22,10875000,0.004240375930523,0.0,0.0004188535451889,0.0025056872010231,0.0017754496836662,0.0040938197369045,0.50102,0.0,0.146221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.969116156234246,0.030883843765754003,0.0,0.0,0.0,0.0,0.0
22,10925000,0.1153299176446322,0.2340227166312081,0.3049398019409179,0.2522921774291992,0.2666495584651402,0.5289240625,0.43108,1.0,-3.56503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056946611934488224,0.184908183065859,0.21587571303691494,0.19316818265041918,0.17779869954606106,0.13742045762972044,0.0338821521365373,0.0
22,10975000,0.0792908163031216,0.1595686212594168,0.202801643371582,0.1658036268568039,0.1861668184879847,0.39372412109375,0.46174,1.0,-3.55341,0.02115981426207923,0.0029763754147369816,0.0,0.0,0.0,0.0,0.0,0.0,0.05436125021178688,0.12231984960345108,0.16689468255376627,0.1927322478510422,0.17898993747892974,0.12837805211579256,0.07949250758814375,0.05269528292027131
22,11025000,0.2406483535661368,0.1964549935913086,0.35808421585083,0.4053310315752029,0.3636941410173688,1.6537187434895837,0.4686,0.0,-4.26626,0.031026167589822677,0.009003646189595762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0603148990373816,0.12111536750089201,0.1760186444241891,0.19142834419315766,0.17119082324214033,0.13699738504138892,0.10290472278143196
