chrom,date,feat0,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,target_1,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,target_10,target_11,target_12,target_13,target_14,target_15,target_16
9,2925000,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.333424,0.12070904043844771,0.10430203620416575,0.06230232510675523,0.04150415663225978,0.04573724050743439,0.036186614780427624,0.020458772493514667,0.02037010868134797,0.012355095456916047,0.0,0.025737111140893634,0.07977408919382482,0.10614073726727385,0.10468843253273118,0.10738364471084531,0.11235059485316198
9,2975000,0.1305044889450073,0.4536105394363403,0.4329356253147125,0.279543787240982,0.5912538766860962,2.177775859832764,0.5,0.0,-0.333424,0.09933800673758945,0.08838729399842907,0.06277338658392137,0.043291101969283256,0.036765782490130273,0.03409572112949364,0.030659929126908264,0.026524421332383096,0.017370747158021997,0.015538507351560645,0.03850684631718197,0.07628479020431846,0.10195308943084054,0.10953538187937108,0.110438898706631,0.10853609558393583
9,3025000,0.2784172296524048,0.7112588286399841,0.5484736561775208,0.3889961242675781,0.8758947849273682,2.5800929069519043,0.3821,11.0,-3.84581,0.06969678268983018,0.06288554560934288,0.04797295241242095,0.033495291954236714,0.025496704942656236,0.0253968117629993,0.02623519852978853,0.021945389769079702,0.01734734272332112,0.02923121015877545,0.06161833915964612,0.09939450489978184,0.12508974279567145,0.13112886499683798,0.11948078998894272,0.10358452760666874
9,3075000,0.432725727558136,1.124080777168274,0.987963855266571,0.6686276793479919,1.7424101829528809,4.843225479125977,0.46392,0.0,-3.98047,0.0313417119849127,0.028020302121594155,0.022681747859829345,0.016032823558399488,0.01081427874208003,0.011692841466284139,0.013741807651932924,0.01179031399165287,0.017499268319657563,0.04874530800441871,0.09717875586478182,0.14030501683311503,0.16394222330123137,0.1612003651768913,0.1297008101410503,0.0953124249821683
9,3125000,0.5400924682617188,1.340104341506958,1.2006124258041382,0.9134010076522828,1.9598556756973269,5.445218086242676,0.42554,1.0,-3.79244,0.006366008293257513,0.002403427028610979,0.0,0.0,0.0,0.0,0.0,0.0035875539530899098,0.022913401017887854,0.06993717779666264,0.1301159348551896,0.1771129511963642,0.19385150159757847,0.17752567152907278,0.13053312396654906,0.08565324876573695
9,3175000,0.5660515427589417,1.374356389045715,1.0824981927871704,0.9346879124641418,1.779363989830017,4.838688850402832,0.42834,1.0,-3.6157,0.007668470867203022,0.002895159619862918,0.0,0.0,0.0,0.0,0.0,0.008410798834106021,0.03491464773473015,0.08326280713404952,0.13728075417979144,0.176851048277434,0.1862446951630551,0.16496597470910868,0.11907869524314023,0.07842694823751889
9,3225000,0.7018612027168274,1.7627452611923218,1.3436939716339111,1.181210160255432,1.754791498184204,4.559097290039063,0.40448,0.0,-3.45854,0.0045985002422319066,0.0017361208569206669,0.0,0.0,0.0,0.0,0.00043597594222832776,0.014848705842566973,0.04854525387834531,0.09711145465991076,0.14432249119286256,0.17730254393949654,0.18068173035951848,0.15515762634147465,0.10780132276517365,0.06745827397927016
9,3275000,0.6752240061759949,1.471278190612793,1.1126207113265991,0.9607699513435364,1.7905529737472534,4.27773904800415,0.43182,1.0,-3.01041,0.004940780201910761,0.0018653454618140258,0.0,0.0,0.0,0.0,0.0034298825240892117,0.024791906403771515,0.06318469290219125,0.10820371166843173,0.14699400801225646,0.17249428886853366,0.17115602337837718,0.14418799602196644,0.09843264117940438,0.060318723377253435
9,3325000,1.016878366470337,1.6706852912902832,1.492842674255371,1.305017352104187,1.593942165374756,2.667718410491944,0.39474,1.0,-2.4347,0.007014320517644065,0.0026481912593958904,0.0,0.0,0.0,0.0005873285050021147,0.010096893112731289,0.03847547303177317,0.07681980751884177,0.11410058950366281,0.14466064427387687,0.16301633301537258,0.1577310258063838,0.1326326300305239,0.09286287492956456,0.05935388849522719
9,3375000,1.1244808435440063,1.6909077167510986,2.026721477508545,1.4498029947280884,1.3461971282958984,2.016218900680542,0.3819,3.0,-2.32908,0.0077967002946432735,0.003051271351285958,8.472431648696916e-05,0.0,0.0,0.0028924399648621187,0.019419877468322154,0.052347946261702805,0.08684572936237711,0.11586653080479437,0.13953665316558372,0.15232691105662444,0.14466991627515902,0.12362135039299542,0.09065485385763099,0.06088509542753158
9,3425000,1.489082932472229,1.6999465227127075,2.0111777782440186,1.670329213142395,1.548761010169983,1.7702845335006714,0.37462,1.0,-1.92263,0.008353788006490597,0.0033231959634117876,0.00013318426366016125,0.0,0.0004036314155731838,0.006981751440096636,0.02858901321763165,0.06282573073930398,0.093657871426727,0.11693216259112227,0.13394093851411848,0.14159001403466331,0.13322590158708147,0.11657068674452313,0.08977897157265174,0.06369315848294461
9,3475000,1.2964709997177124,1.8614263534545896,2.0057690143585205,1.498884916305542,1.567146897315979,2.381280899047852,0.38932,1.0,-1.66978,0.011455868449464873,0.004734394952247662,0.000322014602457473,0.0,0.0006503427474303885,0.00860041764965857,0.03154303213480697,0.06561215289436055,0.09523055753655014,0.11588827138390764,0.1291027136228109,0.13413164166612107,0.12690781259217002,0.11409289920276143,0.09224362079140061,0.0694842597738517
9,3525000,1.1632202863693235,1.6399177312850952,1.5577113628387451,1.41957426071167,1.457785725593567,2.2672371864318848,0.39124,1.0,-1.83551,0.015889521310186328,0.006857315729020371,0.0006752582799060257,0.0,0.00039806787616563944,0.005576481673733387,0.024600131223870236,0.05745077285800278,0.08970147983949882,0.1135068971247389,0.129482453005379,0.13641894895437714,0.13048416927751244,0.11771322101735164,0.09635498299219937,0.07489029883805792
9,3575000,1.2680667638778689,1.9441982507705688,2.120878934860229,1.5341018438339231,1.5291703939437866,2.747960567474365,0.38046,1.0,-2.44848,0.019304763525841442,0.008168633572686343,0.000692506036383015,0.0,0.0,0.0013807575724844629,0.013020104647951182,0.04131085264309785,0.07653276951252994,0.10856352630383653,0.13304850754080344,0.14608264593035417,0.14211494092767507,0.12708987192752902,0.10251219188358773,0.08017792797523977
9,3625000,1.173061490058899,1.8044393062591555,1.7996715307235718,1.53475022315979,1.3932929039001465,2.6742897033691406,0.37434,1.0,-3.05815,0.023875823968029796,0.012628326165126023,0.0031984074344239425,0.00041203924232225515,0.0,0.0,0.004834128365547479,0.025088319250468314,0.05899501638609163,0.09833578727272574,0.13236693279029774,0.1537134754248586,0.15330368421520807,0.1371421221032912,0.10980591463950667,0.08630002274210252
9,3675000,1.1016894578933716,1.8094899654388428,1.834061622619629,1.32164466381073,1.5675785541534424,3.272005558013916,0.387,1.0,-3.03345,0.02453603659898358,0.01465677195368059,0.0048272390888600475,0.0006779130798251805,0.0,0.0,0.0012501661550789575,0.013552255163434267,0.04241605265418929,0.08660461301952387,0.1308421787769915,0.1609227629845184,0.16418082202283904,0.14715778972098184,0.11688369474314969,0.0914917040379438
9,3725000,1.2877901792526243,1.8115776777267456,1.6840202808380127,1.5855789184570312,1.34819757938385,2.478378772735596,0.36728,1.0,-3.34272,0.019331207610204973,0.010726928245333793,0.003068688346989023,0.00043095109441165596,0.0,0.0,0.0,0.006190421637216172,0.03007325144990727,0.07877627972473346,0.13332961489685688,0.17068933936592737,0.1766039248730306,0.15751182710279704,0.12157123676612598,0.09169632888646576
9,3775000,1.1723281145095823,1.7219566106796265,1.8038889169692995,1.466693878173828,1.4660855531692505,2.290238618850708,0.38704,1.0,-3.65873,0.016474268207891545,0.008374106531126909,0.002183579880787791,0.0005669933723358658,0.0,0.0,0.0,0.0054162632065692835,0.029392834697965622,0.08019854786483131,0.13683932695326528,0.17461739131718548,0.18030189810578084,0.15957493026059485,0.11975409817539885,0.08630576142626636
9,3825000,1.1382108926773071,1.733548283576965,1.5762556791305542,1.449200987815857,1.3751895427703855,2.490065097808838,0.37968,1.0,-2.7495,0.018881158908353294,0.011185449652310168,0.003978124429354713,0.000912438208454698,0.0,0.0,0.0008756447275959737,0.011791855871326886,0.04209792918002653,0.09151187290510544,0.1399823526575337,0.17075356307291756,0.1725136258846293,0.1497947108736862,0.10957955096911415,0.07614172265959138
9,3875000,1.3237087726593018,1.958003044128418,1.648127555847168,1.6039364337921145,1.3987278938293457,2.212628126144409,0.37072,1.0,-2.48337,0.017992717259098144,0.010310124431610987,0.0032448014681645443,0.0005544572782174747,0.0,0.0,0.004096907254468238,0.023723358963458407,0.06094479544240416,0.1068998746792148,0.14536223020720637,0.1672053798978381,0.16291915625622586,0.13605929904219258,0.09575532228417792,0.06493157553572236
9,3925000,1.1574921607971191,1.8875625133514404,1.502210021018982,1.5172476768493652,1.3773218393325806,2.53527569770813,0.39238,0.0,-2.10934,0.0165435012336186,0.007609351760401637,0.0010726306225552888,0.0,0.0,0.0,0.008358141472169345,0.035972419018143006,0.0771486422062105,0.11874182356654531,0.1505717513567413,0.1660362322124945,0.15541620873549472,0.12331086503672781,0.08318628435576136,0.05603214842313672
9,3975000,1.1937137842178345,1.702039361000061,1.365092158317566,1.379944086074829,1.508580207824707,2.3152618408203125,0.3935,0.0,-1.95245,0.014606203535640443,0.005975761739222928,0.00036291136529706814,0.0,0.0,0.0,0.010267741744635243,0.042456928969318145,0.08653857751957948,0.12647464275603762,0.1550591071578413,0.16669409287428352,0.15113758130865246,0.11547093174384776,0.07536087054984007,0.04959464873580405
