chrom,date,H3K27ac,H3K27me3,H3K36me3,H3K4me1,H3K4me3,H3K9me3,GC_content,gene_density,2-stage,target_1,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,target_10,target_11,target_12,target_13,target_14,target_15,target_16
1,2950000,0.0,0.0049581443093039,0.0027887658781163,0.0407797677612304,0.0046128123356745,0.0179233813476562,0.5,0.0,-0.151066,0.0392194006912967,0.0224399728324253,0.0078442664132242,0.0021339452702643,0.0,0.0,0.0,0.0,0.0069883553586503,0.0198011894681261,0.0426550994890993,0.074962125445473,0.118802282905749,0.1586067024850569,0.2200086911296256,0.2865379685110088
1,3000000,0.1942872243499755,0.3854346672474255,0.1738696211870978,0.2655132904434204,0.2367927089162973,0.7008181475830079,0.39459,0.0,-3.13671,0.0403731209801215,0.0264901628251184,0.011706803586945,0.0034138758249758,0.0001612999924616,9.783339083937204e-05,0.0,0.0,0.0093068279214358,0.0258426644734768,0.0520947824231996,0.0870927465878481,0.1330609495867042,0.1751936268059422,0.2087972467383975,0.2263680588625337
1,3050000,0.1768868419647216,0.3517945152143998,0.1942038587054084,0.3601652738571167,0.254755462106558,0.6479027069091797,0.39016,1.0,-3.02498,0.0338204458444417,0.0233528716881411,0.0109144141906022,0.0031247748211067,0.0002020385229421,0.0001225425586074,0.0,0.0,0.0105132065577849,0.0288718969088964,0.0548792809998512,0.0899109808644826,0.1377590139829203,0.1827338833036707,0.2095717395377488,0.2142229102188031
1,3100000,0.1824267663002014,0.3900137619850851,0.1737443688964843,0.2891689803886413,0.2511017642035851,0.584761760559082,0.39032,1.0,-3.20916,0.0190212316118131,0.0132896615716832,0.006108921598202,0.0015917211805854,0.0001310077785908,7.946023437616353e-05,0.0,0.0,0.0104068840701539,0.0276887154371095,0.0510970168209759,0.0856969898296568,0.1381392924842853,0.1899251876659685,0.2233999038444099,0.2334240058721889
1,3150000,0.1593680541038513,0.3589704676032789,0.1236156137174718,0.298307638721466,0.1946248005382831,0.4687886203002929,0.38838,0.0,-2.94661,0.0120543124526881,0.0073876236899193,0.0022314929132693,0.0,0.0,0.0,0.0,0.0,0.0108679557028496,0.027378164244607,0.0480219105607953,0.080865311359049,0.1368621882107457,0.1947220516905081,0.2333512437235663,0.2462577454520018
1,3200000,0.1765203144454956,0.42833919884884,0.1723439939790613,0.4114135577774048,0.3048374012404222,0.6572889050292968,0.38062,1.0,-2.89142,0.016154266584613,0.0103553491450697,0.00334842785392,0.0,0.0,0.0,0.0,0.0,0.0125137916777651,0.0302978796647066,0.0490809815571844,0.0788019058187325,0.1333392220828701,0.1911752256587796,0.2305736697748928,0.2443592801814656
1,3250000,0.1715562336540222,0.4112988456217448,0.189885400947122,0.3793937236404419,0.2996902821467473,0.7058303369140625,0.39232,2.0,-2.64722,0.0247035045397283,0.0167682083982486,0.0088072123208132,0.0042383746647851,0.0019014901691757,0.0003932003708201,0.0002384880803127,6.969007157417009e-05,0.0136494617028748,0.0329599619814303,0.0500424440975423,0.0767705194344984,0.1291103552734163,0.1853428071515978,0.2217096380154156,0.2332946437277658
1,3300000,0.2197784573554992,0.3838823156090938,0.1645492924937079,0.3830142603302002,0.2888913484015831,0.533742273864746,0.38662,1.0,-2.08909,0.0218404866005498,0.0158271456169743,0.010822081811451,0.0069722814245565,0.0031280209122789,0.00064682899895,0.0003923216194544,0.0001146427180092,0.0143996397790139,0.0349728035804533,0.0512528842347843,0.0767489696737755,0.1295504455880003,0.1858498276628047,0.2192907927846419,0.2281908269943016
1,3350000,0.1647979397964477,0.5295139055749142,0.1592162965673559,0.4914307751464843,0.3623281797497089,0.6420980020141601,0.3795,3.0,-2.07008,0.0128550129087877,0.0089129550569805,0.0061547582138373,0.0042499109448182,0.0019066657670893,0.0003942706088112,0.0002391372124676,6.987975848124922e-05,0.0152319802840868,0.0382217922850802,0.0558197144177013,0.0813924327119079,0.1344696945145959,0.1902421424925817,0.2212896674621843,0.2285499853605883
1,3400000,0.2158673950195312,0.5723705540235116,0.177652857540355,0.5507878385925293,0.3623360330669696,0.7133211798095703,0.38234,1.0,-2.34786,0.0059133106578778,0.0022325152605863,0.0,0.0,0.0,0.0,0.0,0.0,0.014845921235283,0.0385171942151093,0.0582109092392566,0.0850576003866607,0.1383054700055197,0.1954307658436027,0.2275321269877728,0.2339541861683306
